"benchmark","variable","fixed","from","to","cycles_from","cycles_to","delta_cycles","delta_percent"
"sys_strncpy","average_register_costs","cost=0,regs=12","false","true","2291","2291","0","0"
"sys_strncpy","average_register_costs","cost=1,regs=8","false","true","2291","2291","0","0"
"sys_strncpy","average_register_costs","cost=1,regs=12","false","true","2291","2291","0","0"
"sys_strncpy_p","cost_per_use","regs=8,avg=false","0","1","3794","3794","0","0"
"sys_strncpy_p","cost_per_use","regs=8,avg=true","0","1","3794","3794","0","0"
"sys_strncpy_p","cost_per_use","regs=12,avg=false","0","1","3794","3794","0","0"
"sys_strncpy_p","cost_per_use","regs=12,avg=true","0","1","3794","3794","0","0"
"sys_strncpy_p","scalar_registers","cost=0,avg=false","8","12","3794","3794","0","0"
"sys_strncpy_p","scalar_registers","cost=0,avg=true","8","12","3794","3794","0","0"
"sys_strncpy_p","scalar_registers","cost=1,avg=false","8","12","3794","3794","0","0"
"sys_strncpy_p","scalar_registers","cost=1,avg=true","8","12","3794","3794","0","0"
"sys_strncpy_p","average_register_costs","cost=0,regs=8","false","true","3794","3794","0","0"
"sys_strncpy_p","average_register_costs","cost=0,regs=12","false","true","3794","3794","0","0"
"sys_strncpy_p","average_register_costs","cost=1,regs=8","false","true","3794","3794","0","0"
"sys_strncpy_p","average_register_costs","cost=1,regs=12","false","true","3794","3794","0","0"
"tail_calls","cost_per_use","regs=8,avg=false","0","1","501299","501299","0","0"
"tail_calls","cost_per_use","regs=8,avg=true","0","1","501299","501299","0","0"
"tail_calls","cost_per_use","regs=12,avg=false","0","1","501299","501299","0","0"
"tail_calls","cost_per_use","regs=12,avg=true","0","1","501299","501299","0","0"
"tail_calls","scalar_registers","cost=0,avg=false","8","12","501299","501299","0","0"
"tail_calls","scalar_registers","cost=0,avg=true","8","12","501299","501299","0","0"
"tail_calls","scalar_registers","cost=1,avg=false","8","12","501299","501299","0","0"
"tail_calls","scalar_registers","cost=1,avg=true","8","12","501299","501299","0","0"
"tail_calls","average_register_costs","cost=0,regs=8","false","true","501299","501299","0","0"
"tail_calls","average_register_costs","cost=0,regs=12","false","true","501299","501299","0","0"
"tail_calls","average_register_costs","cost=1,regs=8","false","true","501299","501299","0","0"
"tail_calls","average_register_costs","cost=1,regs=12","false","true","501299","501299","0","0"
